Name,Quality,stattrak_available,souvenir_available,weapon_type,min_float,max_float,worst_condition_index,best_condition_index,containers_found_in,DefIndex,PaintIndex
AK-47 | Aquamarine Revenge,covert,True,False,rifle,0.0,1.0,4,0,falchion case,7,474
Desert Eagle | Cobalt Disruption,classified,True,False,pistol,0.0,0.2,2,0,esports 2013 winter case,1,231
Desert Eagle | Code Red,covert,True,False,pistol,0.0,1.0,4,0,horizon case,1,711
Desert Eagle | Conspiracy,classified,True,False,pistol,0.0,0.3,2,0,operation breakout weapon case,1,351
Desert Eagle | Corinthian,mil-spec,True,False,pistol,0.0,0.44,3,0,revolver case,1,509
Desert Eagle | Crimson Web,restricted,True,False,pistol,0.06,0.8,4,0,esports 2014 summer case,1,232
Desert Eagle | Directive,restricted,True,False,pistol,0.06,1.0,4,0,gamma 2 case,1,603
Desert Eagle | Emerald Jörmungandr,restricted,False,False,pistol,0.0,0.5,4,0,the norse collection,1,757
Desert Eagle | Fennec Fox,classified,False,True,pistol,0.0,0.8,4,0,the 2021 mirage collection,1,764
Desert Eagle | Golden Koi,covert,True,False,pistol,0.0,0.12,1,0,operation bravo case,1,185
Desert Eagle | Hand Cannon,restricted,False,True,pistol,0.01,0.7,4,0,the cobblestone collection,1,328
Desert Eagle | Heirloom,restricted,True,False,pistol,0.0,0.8,4,0,csgo weapon case 3,1,273
Desert Eagle | Hypnotic,classified,True,False,pistol,0.0,0.08,1,0,csgo weapon case,1,61
Desert Eagle | Kumicho Dragon,classified,True,False,pistol,0.0,0.76,4,0,operation wildfire case,1,527
Desert Eagle | Light Rail,restricted,True,False,pistol,0.0,0.9,4,0,prisma case,1,841
Desert Eagle | Mecha Industries,classified,True,False,pistol,0.0,0.6,4,0,danger zone case,1,805
Desert Eagle | Meteorite,mil-spec,False,False,pistol,0.0,0.18,2,0,the bank collection,1,296
Desert Eagle | Midnight Storm,industrial grade,False,False,pistol,0.0,0.75,4,0,the rising sun collection,1,468
Desert Eagle | Mudder,industrial grade,False,True,pistol,0.06,0.8,4,0,the lake collection,1,90
Desert Eagle | Naga,restricted,True,False,pistol,0.0,1.0,4,0,chroma case,1,397
Desert Eagle | Night,industrial grade,False,False,pistol,0.06,0.8,4,0,the chop shop collection,1,40
Desert Eagle | Night Heist,mil-spec,False,False,pistol,0.0,0.65,4,0,the havoc collection,1,1006
Desert Eagle | Ocean Drive,covert,True,False,pistol,0.0,1.0,4,0,operation riptide case,1,1090
Desert Eagle | Oxide Blaze,mil-spec,True,False,pistol,0.0,0.5,4,0,spectrum case,1,645
Desert Eagle | Pilot,restricted,False,False,pistol,0.0,1.0,4,0,the baggage collection,1,347
Desert Eagle | Printstream,covert,True,False,pistol,0.0,0.8,4,0,fracture case,1,962
Desert Eagle | Sputnik,mil-spec,False,False,pistol,0.0,0.5,4,0,the 2021 train collection,1,1056
Desert Eagle | Sunset Storm 弐,restricted,False,False,pistol,0.0,0.75,4,0,the rising sun collection,1,470
Desert Eagle | The Bronze,industrial grade,False,False,pistol,0.0,0.3,2,0,the control collection,1,992
Desert Eagle | Trigger Discipline,restricted,True,False,pistol,0.0,0.97,4,0,snakebite case,1,1050
Desert Eagle | Urban DDPAT,industrial grade,False,True,pistol,0.06,0.8,4,0,the overpass collection,1,17
Desert Eagle | Urban Rubble,mil-spec,False,True,pistol,0.0,0.5,4,0,the train collection,1,237
Driver Gloves | Black Tie,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5031,10072
Driver Gloves | Convoy,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5031,10015
Driver Gloves | Crimson Weave,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5031,10016
Driver Gloves | Diamondback,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5031,10040
Driver Gloves | Imperial Plaid,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5031,10042
Driver Gloves | King Snake,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5031,10041
Driver Gloves | Lunar Weave,extraordinary,False,False,gloves,0.06,0.8,4,0,"glove case, operation hydra case",5031,10013
Driver Gloves | Overtake,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5031,10043
Driver Gloves | Queen Jaguar,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5031,10071
Driver Gloves | Racing Green,extraordinary,False,False,gloves,0.06,0.8,4,0,"revolution case, clutch case",5031,10044
Driver Gloves | Rezan the Red,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5031,10069
Driver Gloves | Snow Leopard,extraordinary,False,False,gloves,0.06,0.8,4,0,"recoil case, snakebite case, operation broken fang case",5031,10070
Dual Berettas | Anodized Navy,mil-spec,False,True,pistol,0.0,0.08,1,0,the inferno collection,2,28
Dual Berettas | Balance,mil-spec,True,False,pistol,0.0,1.0,4,0,shattered web case,2,895
Dual Berettas | Black Limba,mil-spec,True,False,pistol,0.06,0.8,4,0,operation bravo case,2,190
Dual Berettas | Briar,consumer grade,False,True,pistol,0.0,0.22,2,0,the cobblestone collection,2,330
Dual Berettas | Cartel,mil-spec,True,False,pistol,0.0,1.0,4,0,operation wildfire case,2,528
Dual Berettas | Cobalt Quartz,restricted,False,True,pistol,0.0,0.4,3,0,the lake collection,2,249
Dual Berettas | Cobra Strike,classified,True,False,pistol,0.0,0.6,4,0,operation hydra case,2,658
Dual Berettas | Colony,consumer grade,False,True,pistol,0.06,0.8,4,0,the train collection,2,47
Dual Berettas | Contractor,consumer grade,False,True,pistol,0.06,0.8,4,0,the safehouse collection,2,46
Dual Berettas | Demolition,restricted,False,True,pistol,0.26,0.6,4,2,the vertigo collection,2,153
Dual Berettas | Dezastre,restricted,True,False,pistol,0.0,1.0,4,0,operation broken fang case,2,978
Dual Berettas | Drift Wood,industrial grade,False,True,pistol,0.0,0.6,4,0,the 2021 mirage collection,2,824
Dual Berettas | Dualing Dragons,mil-spec,True,False,pistol,0.0,1.0,4,0,shadow case,2,491
Dual Berettas | Duelist,restricted,False,False,pistol,0.0,1.0,4,0,the chop shop collection,2,447
Dual Berettas | Elite 1.6,mil-spec,True,False,pistol,0.0,0.7,4,0,cs20 case,2,903
Dual Berettas | Emerald,mil-spec,False,False,pistol,0.0,0.08,1,0,the canals collection,2,453
Dual Berettas | Flora Carnivora,restricted,True,False,pistol,0.0,1.0,4,0,recoil case,2,1156
Dual Berettas | Heist,consumer grade,False,False,pistol,0.0,0.7,4,0,the havoc collection,2,1005
Dual Berettas | Hemoglobin,restricted,True,False,pistol,0.0,0.2,2,0,csgo weapon case 2,2,220
Dual Berettas | Hideout,mil-spec,True,False,pistol,0.0,0.7,4,0,kilowatt case,2,1169
Dual Berettas | Marina,restricted,True,False,pistol,0.05,0.5,4,0,winter offensive weapon case,2,261
Dual Berettas | Melondrama,classified,True,False,pistol,0.0,1.0,4,0,dreams and nightmares case,2,1126
Dual Berettas | Moon in Libra,consumer grade,False,False,pistol,0.0,0.5,4,0,the gods and monsters collection,2,450
Dual Berettas | Oil Change,consumer grade,False,True,pistol,0.0,0.5,4,0,the 2021 vertigo collection,2,1086
Dual Berettas | Panther,mil-spec,True,False,pistol,0.0,0.58,4,0,csgo weapon case 3,2,276
Dual Berettas | Pyre,industrial grade,False,False,pistol,0.06,0.55,4,0,the norse collection,2,860
Dual Berettas | Retribution,mil-spec,True,False,pistol,0.0,0.45,3,0,the huntsman collection,2,307
Dual Berettas | Royal Consorts,restricted,True,False,pistol,0.0,1.0,4,0,glove case,2,625
Dual Berettas | Shred,mil-spec,True,False,pistol,0.0,0.5,4,0,horizon case,2,710
Dual Berettas | Stained,industrial grade,False,True,pistol,0.0,1.0,4,0,the italy collection,2,43
Dual Berettas | Switch Board,industrial grade,False,False,pistol,0.0,0.65,4,0,the control collection,2,998
Dual Berettas | Tread,mil-spec,True,False,pistol,0.0,1.0,4,0,operation riptide case,2,1091
Dual Berettas | Twin Turbo,classified,False,True,pistol,0.0,1.0,4,0,the 2018 inferno collection,2,747
Dual Berettas | Urban Shock,restricted,True,False,pistol,0.0,0.47,4,0,chroma case,2,396
Dual Berettas | Ventilators,mil-spec,True,False,pistol,0.0,0.45,3,0,chroma 3 case,2,544
Falchion Knife | Autotronic,covert,True,False,knife,0.0,0.85,4,0,"dreams and nightmares case, operation riptide case",512,1116
Falchion Knife | Black Laminate,covert,True,False,knife,0.0,1.0,4,0,"dreams and nightmares case, operation riptide case",512,1111
Falchion Knife | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,,512,42
Falchion Knife | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,,512,77
Falchion Knife | Bright Water,covert,True,False,knife,0.0,0.5,4,0,"dreams and nightmares case, operation riptide case",512,579
Falchion Knife | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,,512,44
Falchion Knife | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,,512,12
Falchion Knife | Damascus Steel,covert,True,False,knife,0.0,0.5,4,0,"spectrum 2 case, spectrum case",512,411
Falchion Knife | Doppler,covert,True,False,knife,0.0,0.08,1,0,"spectrum 2 case, spectrum case",512,421
Falchion Knife | Fade,covert,True,False,knife,0.0,0.08,1,0,,512,38
Falchion Knife | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,,512,5
Falchion Knife | Freehand,covert,True,False,knife,0.0,0.48,4,0,"dreams and nightmares case, operation riptide case",512,581
Falchion Knife | Gamma Doppler,covert,True,False,knife,0.0,0.08,1,0,"dreams and nightmares case, operation riptide case",512,572
Falchion Knife | Lore,covert,True,False,knife,0.0,0.65,4,0,"dreams and nightmares case, operation riptide case",512,1106
Falchion Knife | Marble Fade,covert,True,False,knife,0.0,0.08,1,0,"spectrum 2 case, spectrum case",512,413
Falchion Knife | Night,covert,True,False,knife,0.06,0.8,4,0,,512,40
Falchion Knife | Rust Coat,covert,True,False,knife,0.4,1.0,4,3,"spectrum 2 case, spectrum case",512,414
Falchion Knife | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,,512,72
Falchion Knife | Scorched,covert,True,False,knife,0.06,0.8,4,0,,512,175
Falchion Knife | Slaughter,covert,True,False,knife,0.01,0.26,2,0,,512,59
Falchion Knife | Stained,covert,True,False,knife,0.0,1.0,4,0,,512,43
Falchion Knife | Tiger Tooth,covert,True,False,knife,0.0,0.08,1,0,"spectrum 2 case, spectrum case",512,409
Falchion Knife | Ultraviolet,covert,True,False,knife,0.06,0.8,4,0,"spectrum 2 case, spectrum case",512,621
Falchion Knife | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,,512,143
Falchion Knife | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,,512,0
FAMAS | Afterimage,classified,True,False,rifle,0.02,0.4,3,0,esports 2013 winter case,10,154
FAMAS | CaliCamo,industrial grade,False,True,rifle,0.0,0.6,4,0,the 2021 mirage collection,10,240
FAMAS | Colony,consumer grade,False,True,rifle,0.06,0.8,4,0,the italy collection,10,47
FAMAS | Commemoration,covert,True,False,rifle,0.0,0.5,4,0,cs20 case,10,919
FAMAS | Contrast Spray,consumer grade,False,False,rifle,0.06,0.8,4,0,the office collection,10,22
FAMAS | Crypsis,mil-spec,True,False,rifle,0.0,0.55,4,0,prisma case,10,835
FAMAS | Cyanospatter,industrial grade,False,True,rifle,0.06,0.8,4,0,the lake collection,10,92
FAMAS | Dark Water,mil-spec,False,True,rifle,0.1,0.26,2,1,the ancient collection,10,60
FAMAS | Decommissioned,mil-spec,True,False,rifle,0.0,1.0,4,0,cs20 case,10,904
FAMAS | Djinn,classified,True,False,rifle,0.0,1.0,4,0,chroma 2 case,10,429
FAMAS | Doomkitty,mil-spec,True,False,rifle,0.08,0.22,2,1,esports 2013 case,10,178
FAMAS | Eye of Athena,classified,True,False,rifle,0.0,0.7,4,0,horizon case,10,723
FAMAS | Faulty Wiring,consumer grade,False,True,rifle,0.0,0.5,4,0,the 2021 vertigo collection,10,1066
FAMAS | Hexane,mil-spec,True,False,rifle,0.0,0.4,3,0,csgo weapon case 2,10,218
FAMAS | Macabre,mil-spec,True,False,rifle,0.0,0.6,4,0,operation hydra case,10,659
FAMAS | Mecha Industries,classified,True,False,rifle,0.0,0.5,4,0,glove case,10,626
FAMAS | Meltdown,classified,False,False,rifle,0.0,0.4,3,0,the 2021 train collection,10,1053
FAMAS | Meow 36,mil-spec,True,False,rifle,0.0,1.0,4,0,recoil case,10,1146
FAMAS | Neural Net,restricted,True,False,rifle,0.0,0.6,4,0,falchion case,10,477
FAMAS | Night Borre,consumer grade,False,False,rifle,0.0,0.55,4,0,the norse collection,10,863
FAMAS | Prime Conspiracy,restricted,False,False,rifle,0.0,0.55,4,0,the control collection,10,999
FAMAS | Pulse,restricted,True,False,rifle,0.0,0.4,3,0,winter offensive weapon case,10,260
FAMAS | Rapid Eye Movement,classified,True,False,rifle,0.0,1.0,4,0,dreams and nightmares case,10,1127
FAMAS | Roll Cage,covert,True,False,rifle,0.0,1.0,4,0,gamma 2 case,10,604
FAMAS | Sergeant,restricted,True,False,rifle,0.1,1.0,4,1,operation phoenix weapon case,10,288
FAMAS | Spitfire,restricted,False,False,rifle,0.06,0.8,4,0,the alpha collection,10,194
FAMAS | Styx,restricted,False,True,rifle,0.0,0.6,4,0,the cache collection,10,371
FAMAS | Sundown,mil-spec,False,False,rifle,0.0,0.6,4,0,the st marc collection,10,869
FAMAS | Survivor Z,mil-spec,True,False,rifle,0.0,0.6,4,0,shadow case,10,492
FAMAS | Teardown,mil-spec,False,True,rifle,0.0,0.6,4,0,the safehouse collection,10,244
FAMAS | Valence,restricted,True,False,rifle,0.0,0.8,4,0,operation wildfire case,10,529
FAMAS | Waters of Nephthys,classified,False,True,rifle,0.0,0.7,4,0,anubis collection package,10,1241
FAMAS | ZX Spectron,restricted,True,False,rifle,0.0,1.0,4,0,operation riptide case,10,1092
Five-SeveN | Angry Mob,covert,True,False,pistol,0.0,0.7,4,0,prisma case,3,837
Five-SeveN | Anodized Gunmetal,consumer grade,False,False,pistol,0.0,0.08,1,0,the alpha collection,3,210
Five-SeveN | Berries And Cherries,restricted,False,False,pistol,0.0,0.1,1,0,the control collection,3,1002
Five-SeveN | Boost Protocol,restricted,True,False,pistol,0.0,0.41,3,0,operation riptide case,3,1093
Five-SeveN | Buddy,restricted,True,False,pistol,0.0,0.55,4,0,cs20 case,3,906
Five-SeveN | Candy Apple,industrial grade,False,False,pistol,0.0,0.3,2,0,the assault collection,3,3
Five-SeveN | Capillary,mil-spec,True,False,pistol,0.0,0.7,4,0,spectrum case,3,646
Five-SeveN | Case Hardened,restricted,True,False,pistol,0.0,1.0,4,0,csgo weapon case 2,3,44
Five-SeveN | Contractor,consumer grade,False,True,pistol,0.06,0.8,4,0,the mirage collection,3,46
Five-SeveN | Coolant,consumer grade,False,True,pistol,0.0,0.5,4,0,the 2018 nuke collection,3,784
Five-SeveN | Copper Galaxy,restricted,True,False,pistol,0.0,0.2,2,0,csgo weapon case 3,3,274
Five-SeveN | Crimson Blossom,mil-spec,False,False,pistol,0.0,0.5,4,0,the st marc collection,3,729
Five-SeveN | Fairy Tale,classified,True,False,pistol,0.02,0.9,4,0,operation broken fang case,3,979
Five-SeveN | Fall Hazard,classified,False,True,pistol,0.01,0.52,4,0,the 2021 vertigo collection,3,1082
Five-SeveN | Flame Test,mil-spec,True,False,pistol,0.0,0.65,4,0,clutch case,3,693
Five-SeveN | Forest Night,consumer grade,False,True,pistol,0.06,0.8,4,0,the train collection,3,78
Five-SeveN | Fowl Play,classified,True,False,pistol,0.0,1.0,4,0,operation breakout weapon case,3,352
Five-SeveN | Hot Shot,industrial grade,False,True,pistol,0.0,1.0,4,0,the cache collection,3,377
Five-SeveN | Hybrid,restricted,True,False,pistol,0.0,1.0,4,0,kilowatt case,3,1168
Five-SeveN | Hyper Beast,covert,True,False,pistol,0.0,1.0,4,0,operation hydra case,3,660
Five-SeveN | Jungle,consumer grade,False,False,pistol,0.06,0.8,4,0,the aztec collection,3,151
Five-SeveN | Kami,mil-spec,True,False,pistol,0.0,0.3,2,0,winter offensive weapon case,3,265
Five-SeveN | Monkey Business,classified,True,False,pistol,0.1,0.9,4,1,chroma 2 case,3,427
Five-SeveN | Neon Kimono,restricted,False,False,pistol,0.0,0.8,4,0,the rising sun collection,3,464
Five-SeveN | Nightshade,mil-spec,True,False,pistol,0.0,0.5,4,0,esports 2013 winter case,3,223
Five-SeveN | Nitro,mil-spec,False,False,pistol,0.06,0.8,4,0,the chop shop collection,3,254
Five-SeveN | Orange Peel,industrial grade,False,True,pistol,0.06,0.8,4,0,the dust 2 collection,3,141
Five-SeveN | Retrobution,restricted,True,False,pistol,0.0,1.0,4,0,revolver case,3,510
Five-SeveN | Scrawl,mil-spec,True,False,pistol,0.0,1.0,4,0,dreams and nightmares case,3,1128
Five-SeveN | Scumbria,mil-spec,True,False,pistol,0.0,1.0,4,0,gamma 2 case,3,605
Five-SeveN | Silver Quartz,mil-spec,False,True,pistol,0.0,0.4,3,0,the safehouse collection,3,252
Five-SeveN | Triumvirate,restricted,True,False,pistol,0.0,0.61,4,0,operation wildfire case,3,530
Five-SeveN | Urban Hazard,mil-spec,True,False,pistol,0.0,0.25,2,0,operation vanguard weapon case,3,387
Five-SeveN | Violent Daimyo,mil-spec,True,False,pistol,0.0,0.7,4,0,gamma case,3,585
Five-SeveN | Withered Vine,industrial grade,False,True,pistol,0.0,0.5,4,0,the 2021 dust 2 collection,3,932
Flip Knife | Autotronic,covert,True,False,knife,0.0,0.85,4,0,"gamma 2 case, gamma case",505,574
Flip Knife | Black Laminate,covert,True,False,knife,0.0,1.0,4,0,"gamma 2 case, gamma case",505,564
Flip Knife | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,42
Flip Knife | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,77
Flip Knife | Bright Water,covert,True,False,knife,0.0,0.5,4,0,"gamma 2 case, gamma case",505,578
Flip Knife | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,44
Flip Knife | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,12
Flip Knife | Damascus Steel,covert,True,False,knife,0.0,0.5,4,0,"chroma 3 case, chroma 2 case, chroma case",505,410
Flip Knife | Doppler,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",505,421
Flip Knife | Fade,covert,True,False,knife,0.0,0.08,1,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,38
Flip Knife | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,5
Flip Knife | Freehand,covert,True,False,knife,0.0,0.48,4,0,"gamma 2 case, gamma case",505,580
Flip Knife | Gamma Doppler,covert,True,False,knife,0.0,0.08,1,0,"gamma 2 case, gamma case",505,572
Flip Knife | Lore,covert,True,False,knife,0.0,0.65,4,0,"gamma 2 case, gamma case",505,559
Flip Knife | Marble Fade,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",505,413
Flip Knife | Night,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,40
Flip Knife | Rust Coat,covert,True,False,knife,0.4,1.0,4,3,"chroma 3 case, chroma 2 case, chroma case",505,414
Flip Knife | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,72
Flip Knife | Scorched,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,175
Flip Knife | Slaughter,covert,True,False,knife,0.01,0.26,2,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,59
Flip Knife | Stained,covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,43
Flip Knife | Tiger Tooth,covert,True,False,knife,0.0,0.08,1,0,"chroma 3 case, chroma 2 case, chroma case",505,409
Flip Knife | Ultraviolet,covert,True,False,knife,0.06,0.8,4,0,"chroma 3 case, chroma 2 case, chroma case",505,98
Flip Knife | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,143
Flip Knife | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,"revolver case, operation vanguard weapon case, operation phoenix weapon case, winter offensive weapon case, csgo weapon case 3, esports 2013 winter case, esports 2014 summer case, csgo weapon case 2, operation bravo case, esports 2013 case, csgo weapon case",505,0
G3SG1 | Ancient Ritual,industrial grade,False,True,sniper rifle,0.0,0.76,4,0,the ancient collection,11,1034
G3SG1 | Arctic Camo,industrial grade,False,False,sniper rifle,0.06,0.8,4,0,the office collection,11,6
G3SG1 | Azure Zebra,mil-spec,True,False,sniper rifle,0.0,0.28,2,0,esports 2013 winter case,11,229
G3SG1 | Black Sand,mil-spec,True,False,sniper rifle,0.0,0.8,4,0,shattered web case,11,891
G3SG1 | Chronos,restricted,False,False,sniper rifle,0.0,0.4,3,0,the gods and monsters collection,11,438
G3SG1 | Contractor,consumer grade,False,False,sniper rifle,0.06,0.8,4,0,the baggage collection,11,46
G3SG1 | Demeter,mil-spec,True,False,sniper rifle,0.06,0.8,4,0,operation bravo case,11,195
G3SG1 | Desert Storm,consumer grade,False,True,sniper rifle,0.06,0.8,4,0,the dust 2 collection,11,8
G3SG1 | Digital Mesh,mil-spec,True,False,sniper rifle,0.0,0.8,4,0,operation broken fang case,11,980
G3SG1 | Dream Glade,restricted,True,False,sniper rifle,0.0,1.0,4,0,dreams and nightmares case,11,1129
G3SG1 | Flux,classified,True,False,sniper rifle,0.0,0.9,4,0,shadow case,11,493
G3SG1 | Green Apple,industrial grade,False,False,sniper rifle,0.0,0.3,2,0,the bank collection,11,294
G3SG1 | High Seas,restricted,True,False,sniper rifle,0.0,0.7,4,0,horizon case,11,712
G3SG1 | Hunter,mil-spec,True,False,sniper rifle,0.0,1.0,4,0,spectrum 2 case,11,677
G3SG1 | Jungle Dashed,consumer grade,False,True,sniper rifle,0.06,0.8,4,0,the lake collection,11,147
G3SG1 | Keeping Tabs,mil-spec,True,False,sniper rifle,0.0,0.7,4,0,operation riptide case,11,1095
G3SG1 | Murky,mil-spec,True,False,sniper rifle,0.0,0.25,2,0,operation vanguard weapon case,11,382
G3SG1 | New Roots,mil-spec,False,True,sniper rifle,0.0,0.55,4,0,the 2021 dust 2 collection,11,930
G3SG1 | Orange Crash,mil-spec,True,False,sniper rifle,0.0,0.52,4,0,chroma 3 case,11,545
G3SG1 | Orange Kimono,consumer grade,False,False,sniper rifle,0.0,0.8,4,0,the rising sun collection,11,465
G3SG1 | Polar Camo,consumer grade,False,True,sniper rifle,0.06,0.8,4,0,the train collection,11,74
G3SG1 | Safari Mesh,consumer grade,False,True,sniper rifle,0.06,0.8,4,0,the mirage collection,11,72
G3SG1 | Scavenger,restricted,True,False,sniper rifle,0.0,0.65,4,0,danger zone case,11,806
G3SG1 | Stinger,restricted,True,False,sniper rifle,0.0,0.7,4,0,glove case,11,628
G3SG1 | The Executioner,classified,True,False,sniper rifle,0.14,0.85,4,1,revolver case,11,511
G3SG1 | VariCamo,industrial grade,False,True,sniper rifle,0.0,0.6,4,0,the safehouse collection,11,235
G3SG1 | Ventilator,mil-spec,True,False,sniper rifle,0.0,0.45,3,0,gamma 2 case,11,606
G3SG1 | Violet Murano,mil-spec,False,False,sniper rifle,0.0,0.5,4,0,the canals collection,11,739
Galil AR | Akoben,mil-spec,True,False,rifle,0.0,0.75,4,0,prisma case,13,842
Galil AR | Amber Fade,mil-spec,False,True,rifle,0.0,0.4,3,0,the 2021 dust 2 collection,13,246
Galil AR | Aqua Terrace,mil-spec,False,False,rifle,0.0,0.7,4,0,the rising sun collection,13,460
Galil AR | Black Sand,mil-spec,True,False,rifle,0.0,1.0,4,0,glove case,13,629
Galil AR | Blue Titanium,mil-spec,True,False,rifle,0.0,0.04,0,0,esports 2013 winter case,13,216
Galil AR | CAUTION!,restricted,False,True,rifle,0.0,0.55,4,0,the 2021 vertigo collection,13,1071
Galil AR | Cerberus,restricted,False,True,rifle,0.0,0.9,4,0,the cache collection,13,379
Galil AR | Chatterbox,covert,True,False,rifle,0.35,0.85,4,2,chroma case,13,398
Galil AR | Chromatic Aberration,classified,True,False,rifle,0.0,1.0,4,0,snakebite case,13,1038
Galil AR | Cold Fusion,industrial grade,False,True,rifle,0.0,0.83,4,0,the 2018 nuke collection,13,790
Galil AR | Connexion,restricted,True,False,rifle,0.0,0.8,4,0,fracture case,13,972
Galil AR | Crimson Tsunami,restricted,True,False,rifle,0.0,0.55,4,0,spectrum case,13,647
Galil AR | Destroyer,mil-spec,True,False,rifle,0.0,0.7,4,0,recoil case,13,1147
Galil AR | Dusk Ruins,mil-spec,False,True,rifle,0.0,0.6,4,0,the ancient collection,13,1032
Galil AR | Eco,classified,True,False,rifle,0.1,0.85,4,1,chroma 2 case,13,428
Galil AR | Firefight,restricted,True,False,rifle,0.0,1.0,4,0,chroma 3 case,13,546
Galil AR | Hunting Blind,consumer grade,False,True,rifle,0.0,0.6,4,0,the mirage collection,13,241
Galil AR | Kami,mil-spec,True,False,rifle,0.0,0.6,4,0,huntsman weapon case,13,308
Galil AR | Orange DDPAT,restricted,True,False,rifle,0.06,0.8,4,0,esports 2013 case,13,83
Galil AR | Phoenix Blacklight,restricted,False,False,rifle,0.0,0.7,4,0,the havoc collection,13,1013
Galil AR | Rocket Pop,mil-spec,True,False,rifle,0.0,1.0,4,0,falchion case,13,478
Galil AR | Sage Spray,consumer grade,False,True,rifle,0.06,0.8,4,0,the lake collection,13,119
